ID,Title,Date,Image URL,Type,Status,Labels,Country,Province,District,Sub Ditstrict,fave_property_location,fave_property_sec_price,fave_property_price_postfix,fave_property_size,fave_property_size_prefix,fave_property_id,fave_terms-and-conditions,fave_warehouse-length,fave_electricity-system,fave_clear-height3,fave_features3,fave_landlord-name,fave_landlord-contact,fave_agent-team,fave_exact_map_coordinates,fave_floor3,fave_property_land,fave_property_land_postfix,fave_remarks3,fave_property_price,Slug,Approve Status,Post Modified Date
19470,"Factory or Warehouse 500 sqm for RENT at Na Di, Mueang Samut Sakhon, Samut Sakhon (Property ID: AT1118R)",2023-08-21,https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2023/08/1-58.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2023/08/2-57.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2023/08/3-58.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2023/08/4-57.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2023/08/5-52.jpg,Factory|Warehouse,For Rent,,Thailand,Samut Sakhon,Mueang Samut Sakhon,Na Di,"13.538084,100.8025907,15",51000,Month,500,sqm,AT1118R,"Rent (Minimum 3 years contract, 2 months deposit + 1 month rental advance)",30 m x 15 m,3 Phase 30/100 Amp (Upgradable),7m,With Office area|Security guard,Fei,836662220,A,"13.587460, 100.299154",2 tons per sqm,,,,,factory-or-warehouse-500-sqm-for-rent-at-na-di-mueang-samut-sakhon-samut-sakhon-property-id-at1118r,publish,2025-07-23
19478,"Factory or Warehouse 1,000 sqm for SALE at Tha Sao, Krathum Baen, Samut Sakhon (Property ID: AT1119S)",2023-08-21,https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2023/08/1-59.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2023/08/2-58.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2023/08/3-59.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2023/08/4-58.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2023/08/5-53.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2023/08/6-44.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2023/08/7-33.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2023/08/8-27.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2023/08/9-23.jpg,Factory|Warehouse,For Sale,,Thailand,Samut Sakhon,Krathum Baen,Tha Sao,"13.538084,100.8025907,15",0,,1000,sqm,AT1119S,Transfer fee 50/50,47 m x 16 m,3 Phase 30/100 Amp (Upgradable),7m,With Office area|Detached building,Chao,885558568,A,"13.633423, 100.252822",3 tons per sqm,1,rai,,21000000,factory-or-warehouse-1000-sqm-for-sale-at-tha-sao-krathum-baen-samut-sakhon-property-id-at1119s,publish,2025-07-23
19489,"Warehouse 16,839 sqm for RENT at Bang Chalong, Bang Phli, Samut Prakan (Property ID: AT1120R)",2023-08-22,https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2023/08/1-60.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2023/08/2-59.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2023/08/3-60.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2023/08/4-59.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2023/08/5-54.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2023/08/6-45.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2023/08/7-34.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2023/08/8-28.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2023/08/9-24.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2023/08/10-12.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2023/08/11-11.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2023/08/12-6.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2023/08/13-1.jpg,Warehouse,For Rent,,Thailand,Samut Prakan,Bang Phli,Bang Chalong,"13.538084,100.8025907,15",3198108,Month,16839,sqm,AT1120R,"Rent (Minimum 3 years contract, 3 months deposit + 1 month rental advance)","Warehouse (80m x 80m), Office (50m x 41m) x 3 floor",3 Phase 50/150 Amp (Upgradable),10m,With Office area|Detached building|Raised-floor loading bay|On main road,Lily,890878988,A,"13.614824, 100.749945",3 tons per sqm,37020,sqm,,,warehouse-16839-sqm-for-rent-at-bang-chalong-bang-phli-samut-prakan-property-id-at1120r,publish,2025-07-23
19504,"Factory or Warehouse 1,000 sqm for RENT at Bang Nam Chuet, Mueang Samut Sakhon, Samut Sakhon (Property ID: AT1121R)",2023-08-22,https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2023/08/1-61.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2023/08/2-60.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2023/08/3-61.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2023/08/4-60.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2023/08/5-55.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2023/08/6-46.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2023/08/7-35.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2023/08/8-29.jpg,Factory|Warehouse,For Rent,,Thailand,Samut Sakhon,Mueang Samut Sakhon,Bang Nam Chuet,"13.538084,100.8025907,15",130000,Month,1000,sqm,AT1121R,"Rent (Minimum 3 years contract, 3 months deposit + 1 month rental advance)",35 m x 25 m,3 Phase 30/100 Amp (Upgradable),7m,With Office area|Detached building,Mauy,814247518,A,"13.632256, 100.332589",3 tons per sqm,,,,,factory-or-warehouse-1000-sqm-for-rent-at-bang-nam-chuet-mueang-samut-sakhon-samut-sakhon-property-id-at1121r,publish,2025-07-23
19515,"Factory or Warehouse 1,000 sqm for RENT at Na Di, Mueang Samut Sakhon, Samut Sakhon (Property ID: AT1122R)",2023-08-22,https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2023/08/1-62.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2023/08/2-61.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2023/08/3-62.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2023/08/4-61.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2023/08/5-56.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2023/08/6-47.jpg,Factory|Warehouse,For Rent,,Thailand,Samut Sakhon,Mueang Samut Sakhon,Na Di,"13.538084,100.8025907,15",102000,Month,1000,sqm,AT1122R,"Rent (Minimum 3 years contract, 2 months deposit + 1 month rental advance)",30 m x 30 m,3 Phase 30/100 Amp (Upgradable),7m,With Office area|Security guard,Fei,836662220,A,"13.587460, 100.299154",2 tons per sqm,,,,,factory-or-warehouse-1000-sqm-for-rent-at-na-di-mueang-samut-sakhon-samut-sakhon-property-id-at1122r,publish,2025-07-23
19523,"Factory or Warehouse 1,000 sqm for SALE at Ban Ko, Mueang Samut Sakhon, Samut Sakhon (Property ID: AT1123S)",2023-08-22,https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2023/08/1-63.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2023/08/2-62.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2023/08/3-63.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2023/08/4-62.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2023/08/5-57.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2023/08/6-48.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2023/08/7-36.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2023/08/8-30.jpg,Factory|Warehouse,For Sale,,Thailand,Samut Sakhon,Mueang Samut Sakhon,Ban Ko,"13.538084,100.8025907,15",0,,1000,sqm,AT1123S,Transfer fee 50/50,50 m x 20 m,3 Phase 30/100 Amp (Upgradable),10m,With Office area|Detached building,Yod,970741110,A,"13.602268, 100.251233",3 tons per sqm,800,sqm,,15000000,factory-or-warehouse-1000-sqm-for-sale-at-ban-ko-mueang-samut-sakhon-samut-sakhon-property-id-at1123s,publish,2025-07-23
19533,"Factory or Warehouse 220 sqm for SALE at Khlong Dan, Bang Bo, Samut Prakan (Property ID: AT1124S)",2023-08-22,https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2023/08/1-64.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2023/08/2-63.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2023/08/3-64.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2023/08/4-63.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2023/08/5-58.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2023/08/6-49.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2023/08/7-37.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2023/08/8-31.jpg,Factory|Warehouse,For Sale,,Thailand,Samut Prakan,Bang Bo,Khlong Dan,"13.538084,100.8025907,14",0,,220,sqm,AT1124S,,17 m x 10 m,3 Phase 15/45 Amp (Upgradable),6m,With Office area|Detached building,Boonchai,815591400,A,"13.489744, 100.867792",3 tons per sqm,480,sqm,,6200000,factory-or-warehouse-220-sqm-for-sale-at-khlong-dan-bang-bo-samut-prakan-property-id-at1124s,publish,2025-07-12
19543,"Factory or Warehouse 500 sqm for RENT at Suan Luang, Krathum Baen, Samut Sakhon (Property ID: AT1125R)",2023-08-23,https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2023/08/1-65.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2023/08/2-64.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2023/08/3-65.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2023/08/4-64.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2023/08/5-59.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2023/08/6-50.jpg,Factory|Warehouse,For Rent,,Thailand,Samut Sakhon,Krathum Baen,Suan Luang,"13.538084,100.8025907,15",50000,Month,500,sqm,AT1125R,"Rent (Minimum 3 years contract, 3 months deposit + 1 month rental advance)",20 m x 18 m,3 Phase 30/100 Amp (Upgradable),8m,With Office area|Security guard,Ruk,641595599,A,"13.668180, 100.309054",2 tons per sqm,,,,,factory-or-warehouse-500-sqm-for-rent-at-suan-luang-krathum-baen-samut-sakhon-property-id-at1125r,publish,2025-07-23
19551,"Factory or Warehouse 1,000 sqm for RENT at Suan Luang, Krathum Baen, Samut Sakhon (Property ID: AT1126R)",2023-08-23,https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2023/08/1-66.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2023/08/2-65.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2023/08/3-66.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2023/08/4-65.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2023/08/5-60.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2023/08/6-51.jpg,Factory|Warehouse,For Rent,,Thailand,Samut Sakhon,Krathum Baen,Suan Luang,"13.538084,100.8025907,15",100000,Month,1000,sqm,AT1126R,"Rent (Minimum 3 years contract, 3 months deposit + 1 month rental advance)",40 m x 18 m,3 Phase 30/100 Amp (Upgradable),8m,With Office area|Security guard,Ruk,641595599,A,"13.668180, 100.309054",2 tons per sqm,,,,,factory-or-warehouse-1000-sqm-for-rent-at-suan-luang-krathum-baen-samut-sakhon-property-id-at1126r,publish,2025-07-23
19561,"Factory or Warehouse 1,300 sqm for SALE at Ban Ko, Mueang Samut Sakhon, Samut Sakhon (Property ID: AT1127S)",2023-08-28,https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2023/08/1-67.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2023/08/2-66.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2023/08/3-67.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2023/08/4-66.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2023/08/5-61.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2023/08/6-52.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2023/08/7-38.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2023/08/8-32.jpg,Factory|Warehouse,For Sale,,Thailand,Samut Sakhon,Mueang Samut Sakhon,Ban Ko,"13.538084,100.8025907,15",0,,1300,sqm,AT1127S,Transfer fee 50/50,55 m x 20 m,3 Phase 30/100 Amp (Upgradable),8m,With Office area|Detached building,Eak,868794554,A,"13.601387, 100.251984",3 tons per sqm,2452,sqm,,22500000,factory-or-warehouse-1300-sqm-for-sale-at-ban-ko-mueang-samut-sakhon-samut-sakhon-property-id-at1127s,publish,2025-07-23
19571,"Factory or Warehouse 1,425 sqm for SALE at Ban Ko, Mueang Samut Sakhon, Samut Sakhon (Property ID: AT1128S)",2023-08-28,https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2023/08/1-68.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2023/08/2-67.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2023/08/3-68.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2023/08/4-67.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2023/08/5-62.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2023/08/6-53.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2023/08/7-39.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2023/08/8-33.jpg,Factory|Warehouse,For Sale,,Thailand,Samut Sakhon,Mueang Samut Sakhon,Ban Ko,"13.538084,100.8025907,15",0,,1425,sqm,AT1128S,Transfer fee 50/50,55 m x 20 m,3 Phase 30/100 Amp (Upgradable),8m,With Office area|Detached building,Eak,868794554,A,"13.601387, 100.251984",3 tons per sqm,2452,sqm,,23500000,factory-or-warehouse-1425-sqm-for-sale-at-ban-ko-mueang-samut-sakhon-samut-sakhon-property-id-at1128s,publish,2025-07-23
19581,"Factory or Warehouse 1,832 sqm for RENT at Tha Kham, Bang Pakong, Chachoengsao (Property ID: AT1129R)",2023-08-28,https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2023/08/1-69.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2023/08/2-68.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2023/08/3-69.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2023/08/4-68.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2023/08/5-63.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2023/08/6-54.jpg,Factory|Warehouse,For Rent,Purple zone,Thailand,Chachoengsao,Bang Pakong,Tha Kham,"13.538084,100.8025907,13",219840,Month,1832,sqm,AT1129R,"Rent (Minimum 3 years contract, 3 months deposit + 1 month rental advance)",73 m x 25 m,3 Phase 50/150 Amp (Upgradable),8m,Purple zone,Jirot,953516454,A,"13.482022, 100.999053",2 tons per sqm,,,,,factory-or-warehouse-1832-sqm-for-rent-at-tha-kham-bang-pakong-chachoengsao-property-id-at1129r,publish,2025-07-23
19589,"Factory or Warehouse 750 sqm for RENT at Tha Kham, Bang Pakong, Chachoengsao (Property ID: AT1130R)",2023-08-28,https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2023/08/1-70.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2023/08/2-69.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2023/08/3-70.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2023/08/4-69.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2023/08/5-64.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2023/08/6-55.jpg,Factory|Warehouse,For Rent,Purple zone,Thailand,Chachoengsao,Bang Pakong,Tha Kham,"13.538084,100.8025907,15",90000,Month,750,sqm,AT1130R,"Rent (Minimum 3 years contract, 3 months deposit + 1 month rental advance)",30 m x 25 m,3 Phase 50/150 Amp (Upgradable),7m,With Office area|Purple zone,Jirot,953516454,A,"13.483158, 100.998456",2 tons per sqm,,,,,factory-or-warehouse-750-sqm-for-rent-at-tha-kham-bang-pakong-chachoengsao-property-id-at1130r,publish,2025-07-23
19597,"Factory or Warehouse 5,000 sqm for RENT at Tha Kham, Bang Pakong, Chachoengsao (Property ID: AT1131R)",2023-08-28,https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2023/08/1-71.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2023/08/2-70.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2023/08/3-71.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2023/08/4-70.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2023/08/5-65.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2023/08/6-56.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2023/08/7-40.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2023/08/8-34.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2023/08/9-25.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2023/08/10-13.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2023/08/11-12.jpg,Factory|Warehouse,For Rent,Purple zone,Thailand,Chachoengsao,Bang Pakong,Tha Kham,"13.538084,100.8025907,15",700000,Month,5000,sqm,AT1131R,"Rent (Minimum 3 years contract, 3 months deposit + 1 month rental advance)",110 m x 45 m,3 Phase 50/150 Amp (Upgradable),6m,With Office area|Detached building|Raised-floor loading bay|Purple zone,Jirot,953516454,A,"13.482190, 100.997416",2 tons per sqm,8988,sqm,,,factory-or-warehouse-5000-sqm-for-rent-at-tha-kham-bang-pakong-chachoengsao-property-id-at1131r,publish,2025-07-23
19610,"Factory or Warehouse 300 sqm for RENT at Nong Pla Lai, Bang Lamung, Chon Buri (Property ID: AT1132R)",2023-08-28,https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2023/08/1-72.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2023/08/2-71.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2023/08/3-72.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2023/08/4-71.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2023/08/5-66.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2023/08/6-57.jpg,Factory|Warehouse,For Rent,,Thailand,Chon Buri,Bang Lamung,Nong Pla Lai,"13.538084,100.8025907,15",30000,Month,300,sqm,AT1132R,"Rent (Minimum 3 years contract, 3 months deposit + 1 month rental advance)",15 m x 20 m,3 Phase 15/45 Amp (Upgradable),6m,On main road,Cherry,9345941995,B,"12.991284, 100.941989",2 tons per sqm,,,,,factory-or-warehouse-300-sqm-for-rent-at-nong-pla-lai-bang-lamung-chon-buri-property-id-at1132r,publish,2025-07-23
19626,"Warehouse 250 sqm for SALE at Bang Nam Chuet, Mueang Samut Sakhon, Samut Sakhon (Property ID: AT1133S)",2023-09-04,https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2023/09/1-54.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2023/09/0.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2023/09/2.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2023/09/3.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2023/09/4.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2023/09/5.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2023/09/0-1.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2023/09/0-2.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2023/09/2-57.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2023/09/3-56.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2023/09/4-55.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2023/09/5-52.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2023/09/6-43.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2023/09/7-25.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2023/09/8-16.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2023/09/9-10.jpg,Warehouse,For Sale,,Thailand,Samut Sakhon,Mueang Samut Sakhon,Bang Nam Chuet,"13.538084,100.8025907,15",0,,250,sqm,AT1133S,Transfer fee 50/50,21 m x 9 m,3 Phase 30/100 Amp (Upgradable),9m,With Office area|Security guard,Fern,626516532,A,"13.627077, 100.325312",2 tons per sqm,,,,6600000,warehouse-250-sqm-for-sale-at-bang-nam-chuet-mueang-samut-sakhon-samut-sakhon-property-id-at1133s,publish,2025-07-23
19635,"Warehouse 500 sqm for SALE at Bang Nam Chuet, Mueang Samut Sakhon, Samut Sakhon (Property ID: AT1134S)",2023-09-04,https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2023/09/0-3.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2023/09/2-1.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2023/09/3-1.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2023/09/4-1.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2023/09/5-1.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2023/09/6.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2023/09/7.jpg,Warehouse,For Sale,,Thailand,Samut Sakhon,Mueang Samut Sakhon,Bang Nam Chuet,"13.538084,100.8025907,15",0,,500,sqm,AT1134S,Transfer fee 50/50,21 m x 18 m,3 Phase 30/100 Amp (Upgradable),9m,With Office area,Fern,626516532,A,"13.627077, 100.325312",2 tons per sqm,,,,13200000,warehouse-500-sqm-for-sale-at-bang-nam-chuet-mueang-samut-sakhon-samut-sakhon-property-id-at1134s,publish,2025-07-23
19644,"Warehouse 796 sqm for SALE or RENT at Bang Nam Chuet, Mueang Samut Sakhon, Samut Sakhon (Property ID: AT1135SR)",2023-09-04,https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2023/09/1.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2023/09/2.2.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2023/09/2-2.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2023/09/3-2.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2023/09/4-2.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2023/09/5-2.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2023/09/6-1.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2023/09/7-1.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2023/09/8.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2023/09/9.jpg,Warehouse,For Rent|For Sale,,Thailand,Samut Sakhon,Mueang Samut Sakhon,Bang Nam Chuet,"13.538084,100.8025907,15",180000,Month,796,sqm,AT1135SR,"Sale (Transfer fee is 50/50), Rent (Minimum 3 years contract, 3 months deposit + 1 month rental advance)
",36 m x 22 m,3 Phase 30/100 Amp (Upgradable),4m,With Office area|Detached building,Fern,626516532,A,"13.626841, 100.326628",2 tons per sqm,1764,sqm,Cultivation equipment,23900000,warehouse-796-sqm-for-sale-or-rent-at-bang-nam-chuet-mueang-samut-sakhon-samut-sakhon-property-id-at1135sr,publish,2025-07-23
19658,"Factory or Warehouse 2,535 sqm for RENT at Don Ki Di, Krathum Baen, Samut Sakhon (Property ID: AT1136R)",2023-09-04,https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2023/09/1-1.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2023/09/2-3.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2023/09/3-3.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2023/09/4-3.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2023/09/5-3.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2023/09/6-2.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2023/09/7-2.jpg,Factory|Warehouse,For Rent,,Thailand,Samut Sakhon,Krathum Baen,Don Ki Di,"13.538084,100.8025907,15",480000,Month,2535,sqm,AT1136R,"Rent (Minimum 3 years contract, 3 months deposit + 1 month rental advance)",65 m x 39 m,3 Phase 30/100 Amp (Upgradable),7m,With Office area,Kuk,874146561,A,"13.621182, 100.265541",2 tons per sqm,7200,sqm,,,factory-or-warehouse-2535-sqm-for-rent-at-don-ki-di-krathum-baen-samut-sakhon-property-id-at1136r,publish,2025-07-23
19667,"Factory or Warehouse 1,690 sqm for RENT at Don Ki Di, Krathum Baen, Samut Sakhon (Property ID: AT1137R)",2023-09-04,https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2023/09/1-2.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2023/09/2-4.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2023/09/3-4.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2023/09/4-4.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2023/09/5-4.jpg|https://atsokoweb.thaiindustrialproperty.com/wp-content/uploads/2023/09/6-3.jpg,Factory|Warehouse,For Rent,,Thailand,Samut Sakhon,Krathum Baen,Don Ki Di,"13.538084,100.8025907,15",320000,Month,1690,sqm,AT1137R,"Rent (Minimum 3 years contract, 3 months deposit + 1 month rental advance)",65 m x 26 m,3 Phase 30/100 Amp (Upgradable),7m,With Office area|Detached building,Kuk,874146561,A,"13.621182, 100.265541",2 tons per sqm,3,rai,,,factory-or-warehouse-1690-sqm-for-rent-at-don-ki-di-krathum-baen-samut-sakhon-property-id-at1137r,publish,2025-07-23
